CATEGORY	METHOD	PATH	HANDLER
misc	PATCH	/api/v1/forecast/{run_id}/assumptions/{key}	patch_assumption
misc	POST	/api/v1/forecast/{run_id}/compute	compute
misc	GET	/api/v1/forecast/{run_id}/export	export_run
misc	POST	/api/v1/forecast/{run_id}/publish	publish
misc	GET	/api/v1/forecast/{run_id}/vs-budget	vs_budget
misc	POST	/api/v1/fx/apply-month-end	apply_month_end_endpoint
misc	GET	/api/v1/fx/compare	compare_rates_endpoint
misc	POST	/api/v1/fx/convert-daily	convert_daily_endpoint
misc	POST	/api/v1/fx/fetch-live	fetch_live_rates_endpoint
misc	GET	/api/v1/fx/manual-monthly	list_manual_monthly_rates_endpoint
misc	POST	/api/v1/fx/manual-monthly	create_manual_monthly_rate_endpoint
misc	GET	/api/v1/fx/rate-policies	list_rate_selection_policies
misc	POST	/api/v1/fx/rate-policies	create_rate_selection_policy
misc	GET	/api/v1/fx/rate-policies/{id}/versions	list_rate_selection_policy_versions
misc	GET	/api/v1/fx/reporting-currencies	list_reporting_currency_definitions
misc	POST	/api/v1/fx/reporting-currencies	create_reporting_currency_definition
misc	GET	/api/v1/fx/reporting-currencies/{id}/versions	list_reporting_currency_definition_versions
misc	POST	/api/v1/fx/runs	create_fx_translation_run
misc	GET	/api/v1/fx/runs/{id}	get_fx_translation_run
misc	GET	/api/v1/fx/runs/{id}/anomalies	list_fx_translated_anomalies
misc	GET	/api/v1/fx/runs/{id}/board-pack	get_fx_translated_board_pack
misc	GET	/api/v1/fx/runs/{id}/evidence	list_fx_translation_evidence
misc	POST	/api/v1/fx/runs/{id}/execute	execute_fx_translation_run
misc	GET	/api/v1/fx/runs/{id}/metrics	list_fx_translated_metrics
misc	GET	/api/v1/fx/runs/{id}/risks	list_fx_translated_risks
misc	GET	/api/v1/fx/runs/{id}/summary	get_fx_translation_run_summary
misc	GET	/api/v1/fx/runs/{id}/variances	list_fx_translated_variances
misc	GET	/api/v1/fx/translation-rules	list_translation_rule_definitions
misc	POST	/api/v1/fx/translation-rules	create_translation_rule_definition
misc	GET	/api/v1/fx/translation-rules/{id}/versions	list_translation_rule_definition_versions
misc	POST	/api/v1/fx/variance	compute_variance_endpoint
misc	GET	/api/v1/gaap/comparison	comparison_endpoint
misc	POST	/api/v1/gaap/compute	compute_endpoint
misc	GET	/api/v1/gaap/config	get_config_endpoint
misc	PATCH	/api/v1/gaap/config	patch_config_endpoint
misc	GET	/api/v1/gaap/{gaap_framework}/{period}	get_specific_endpoint
misc	GET	/api/v1/gst/recon-items	list_gst_recon_items_endpoint
misc	POST	/api/v1/gst/reconcile	run_gst_recon
misc	GET	/api/v1/gst/returns	list_returns
misc	POST	/api/v1/gst/returns	create_return
misc	GET	/api/v1/gst/returns/{return_id}	get_return
misc	GET	/api/v1/health	health_check
misc	GET	/api/v1/health/ai	health_ai
misc	GET	/api/v1/health/deep	deep_health_check
misc	GET	/api/v1/health/queues	health_queues
misc	GET	/api/v1/health/temporal	health_temporal
misc	GET	/api/v1/health/workers	health_workers
misc	POST	/api/v1/ingestion/email/ingest	email_ingest_endpoint
misc	GET	/api/v1/ingestion/vendor-portal/status/{reference_id}	vendor_portal_status_endpoint
misc	POST	/api/v1/ingestion/vendor-portal/submit	vendor_portal_submit_endpoint
misc	GET	/api/v1/invoice-classifier	get_classifications
misc	POST	/api/v1/invoice-classifier/classify	classify_invoice
misc	GET	/api/v1/invoice-classifier/queue	get_review_queue
misc	GET	/api/v1/invoice-classifier/rules	get_rules
misc	POST	/api/v1/invoice-classifier/rules	create_rule
misc	DELETE	/api/v1/invoice-classifier/rules/{rule_id}	delete_rule
misc	PATCH	/api/v1/invoice-classifier/rules/{rule_id}	patch_rule
misc	POST	/api/v1/invoice-classifier/{classification_id}/review	review_classification
misc	POST	/api/v1/invoice-classifier/{classification_id}/route	route_classification
misc	GET	/api/v1/learning/benchmark/results	benchmark_results_endpoint
misc	POST	/api/v1/learning/benchmark/run	run_benchmark_endpoint
misc	POST	/api/v1/learning/corrections/{correction_id}/validate	validate_correction_endpoint
misc	POST	/api/v1/learning/signal	capture_signal_endpoint
misc	GET	/api/v1/learning/stats	learning_stats_endpoint
accounting	GET	/api/v1/lease/results/{run_id}	get_lease_results_endpoint
accounting	POST	/api/v1/lease/run	start_lease_run_endpoint
accounting	GET	/api/v1/lease/run/{run_id}	get_lease_run_status_endpoint
accounting	GET	/api/v1/lease/run/{run_id}/journal-entries/{journal_id}	get_lease_journal_drill_endpoint
accounting	GET	/api/v1/lease/run/{run_id}/leases/{lease_id}	get_lease_contract_drill_endpoint
accounting	GET	/api/v1/lease/run/{run_id}/liability-lines/{line_id}	get_lease_liability_drill_endpoint
accounting	GET	/api/v1/lease/run/{run_id}/payments/{payment_id}	get_lease_payment_drill_endpoint
accounting	GET	/api/v1/lease/run/{run_id}/rou-lines/{line_id}	get_lease_rou_drill_endpoint
misc	GET	/api/v1/locations	get_locations
misc	POST	/api/v1/locations	create_location
misc	GET	/api/v1/locations/cost-centres	get_cost_centres
misc	POST	/api/v1/locations/cost-centres	create_cost_centre
misc	GET	/api/v1/locations/cost-centres/tree	get_cost_centre_tree
misc	PATCH	/api/v1/locations/cost-centres/{cost_centre_id}	patch_cost_centre
misc	GET	/api/v1/locations/state-codes	get_state_codes
misc	GET	/api/v1/locations/validate-gstin	validate_gstin_endpoint
misc	GET	/api/v1/locations/{location_id}	get_location
misc	PATCH	/api/v1/locations/{location_id}	patch_location
misc	POST	/api/v1/locations/{location_id}/set-primary	set_primary_location
misc	POST	/api/v1/marketplace/admin/payouts/process	admin_process_payouts_endpoint
misc	GET	/api/v1/marketplace/admin/pending	admin_pending_templates_endpoint
misc	GET	/api/v1/marketplace/admin/stats	admin_marketplace_stats_endpoint
misc	POST	/api/v1/marketplace/admin/templates/{template_id}/review	admin_review_template_endpoint
misc	GET	/api/v1/marketplace/contributor/dashboard	contributor_dashboard_endpoint
misc	POST	/api/v1/marketplace/contributor/register	register_contributor_endpoint
misc	POST	/api/v1/marketplace/contributor/templates	submit_template_endpoint
misc	PATCH	/api/v1/marketplace/contributor/templates/{template_id}	update_contributor_template_endpoint
misc	GET	/api/v1/marketplace/templates	list_templates_endpoint
misc	GET	/api/v1/marketplace/templates/{template_id}	get_template_endpoint
misc	POST	/api/v1/marketplace/templates/{template_id}/purchase	purchase_template_endpoint
misc	POST	/api/v1/marketplace/templates/{template_id}/rate	rate_template_endpoint
reporting	GET	/api/v1/mis/drift-events/{id}	get_drift_event
reporting	GET	/api/v1/mis/reports/{report_id}	get_mis_report
reporting	POST	/api/v1/mis/snapshots/upload	upload_snapshot
reporting	GET	/api/v1/mis/snapshots/{id}	get_snapshot
reporting	GET	/api/v1/mis/snapshots/{id}/exceptions	get_snapshot_exceptions
reporting	POST	/api/v1/mis/snapshots/{id}/finalize	finalize_snapshot
reporting	GET	/api/v1/mis/snapshots/{id}/normalized-lines	get_normalized_lines
reporting	GET	/api/v1/mis/snapshots/{id}/summary	get_snapshot_summary
reporting	POST	/api/v1/mis/snapshots/{id}/validate	validate_snapshot
reporting	GET	/api/v1/mis/templates	list_templates
reporting	POST	/api/v1/mis/templates/commit-version	commit_template_version
reporting	POST	/api/v1/mis/templates/detect	detect_template
reporting	GET	/api/v1/mis/templates/{id}/versions	list_template_versions
accounting	GET	/api/v1/monthend/	list_monthend_checklists
accounting	POST	/api/v1/monthend/	create_monthend_checklist
accounting	GET	/api/v1/monthend/{checklist_id}	get_monthend_checklist
accounting	POST	/api/v1/monthend/{checklist_id}/close	close_monthend_checklist
accounting	POST	/api/v1/monthend/{checklist_id}/tasks	add_checklist_task
accounting	PATCH	/api/v1/monthend/{checklist_id}/tasks/{task_id}	update_task
accounting	POST	/api/v1/normalization/runs/upload	upload_run
accounting	GET	/api/v1/normalization/runs/{id}	get_run
accounting	GET	/api/v1/normalization/runs/{id}/exceptions	get_run_exceptions
accounting	POST	/api/v1/normalization/runs/{id}/finalize	finalize_run
accounting	GET	/api/v1/normalization/runs/{id}/gl-lines	get_gl_lines
accounting	GET	/api/v1/normalization/runs/{id}/payroll-lines	get_payroll_lines
accounting	GET	/api/v1/normalization/runs/{id}/summary	get_run_summary
accounting	POST	/api/v1/normalization/runs/{id}/validate	validate_run
accounting	GET	/api/v1/normalization/sources	list_sources
accounting	POST	/api/v1/normalization/sources/commit-version	commit_source_version
accounting	POST	/api/v1/normalization/sources/detect	detect_source
accounting	GET	/api/v1/normalization/sources/{id}/versions	list_source_versions
misc	GET	/api/v1/notifications	list_notifications_endpoint
misc	GET	/api/v1/notifications/preferences	get_preferences_endpoint
misc	PATCH	/api/v1/notifications/preferences	update_preferences_endpoint
misc	POST	/api/v1/notifications/read	mark_as_read_endpoint
misc	POST	/api/v1/notifications/read-all	mark_all_as_read_endpoint
misc	GET	/api/v1/notifications/stream	stream_notifications_endpoint
misc	GET	/api/v1/notifications/unread-count	unread_count_endpoint
reporting	POST	/api/v1/observability/diff	create_diff
reporting	GET	/api/v1/observability/diff/{id}	get_diff
reporting	GET	/api/v1/observability/events/{run_id}	list_events
reporting	GET	/api/v1/observability/graph/{run_id}	get_graph
reporting	GET	/api/v1/observability/performance/{run_id}	get_performance
reporting	POST	/api/v1/observability/replay-validate/{run_id}	replay_validate
reporting	GET	/api/v1/observability/runs	list_runs
reporting	GET	/api/v1/observability/runs/{id}	get_run
reporting	GET	/api/v1/observability/runs/{id}/dependencies	get_run_dependencies
onboarding	POST	/api/v1/onboarding/apply	apply_onboarding_template
onboarding	POST	/api/v1/onboarding/complete	finish_onboarding
onboarding	GET	/api/v1/onboarding/state	get_onboarding_state
onboarding	PATCH	/api/v1/onboarding/state	patch_onboarding_state
onboarding	GET	/api/v1/onboarding/templates	list_templates
onboarding	GET	/api/v1/onboarding/templates/{template_id}	get_template_detail
onboarding	GET	/api/v1/org-setup/entities	list_entities
onboarding	GET	/api/v1/org-setup/entities/{entity_id}	get_entity
onboarding	PATCH	/api/v1/org-setup/entities/{entity_id}	update_entity
onboarding	GET	/api/v1/org-setup/ownership-tree	get_ownership_tree
onboarding	GET	/api/v1/org-setup/progress	get_progress
onboarding	POST	/api/v1/org-setup/step1	submit_step1
onboarding	POST	/api/v1/org-setup/step2	submit_step2
onboarding	POST	/api/v1/org-setup/step3	submit_step3
onboarding	POST	/api/v1/org-setup/step4	submit_step4
onboarding	POST	/api/v1/org-setup/step5	submit_step5
onboarding	POST	/api/v1/org-setup/step6	submit_step6
onboarding	GET	/api/v1/org-setup/summary	get_setup_summary
reporting	GET	/api/v1/ownership/minority-interest-rules	list_minority_interest_rules
reporting	POST	/api/v1/ownership/minority-interest-rules	create_minority_interest_rule
reporting	GET	/api/v1/ownership/minority-interest-rules/{id}/versions	list_minority_interest_rule_versions
reporting	GET	/api/v1/ownership/relationships	list_relationships
reporting	POST	/api/v1/ownership/relationships	create_relationship
reporting	GET	/api/v1/ownership/relationships/{id}/versions	list_relationship_versions
reporting	GET	/api/v1/ownership/rules	list_ownership_rules
reporting	POST	/api/v1/ownership/rules	create_ownership_rule
reporting	GET	/api/v1/ownership/rules/{id}/versions	list_ownership_rule_versions
reporting	POST	/api/v1/ownership/runs	create_run
reporting	GET	/api/v1/ownership/runs/{id}	get_run
reporting	GET	/api/v1/ownership/runs/{id}/anomalies	list_anomalies
reporting	GET	/api/v1/ownership/runs/{id}/board-pack	get_board_pack
reporting	GET	/api/v1/ownership/runs/{id}/evidence	list_evidence
reporting	POST	/api/v1/ownership/runs/{id}/execute	execute_run
reporting	GET	/api/v1/ownership/runs/{id}/metrics	list_metrics
reporting	GET	/api/v1/ownership/runs/{id}/risks	list_risks
reporting	GET	/api/v1/ownership/runs/{id}/summary	get_run_summary
reporting	GET	/api/v1/ownership/runs/{id}/variances	list_variances
reporting	GET	/api/v1/ownership/structures	list_structures
reporting	POST	/api/v1/ownership/structures	create_structure
reporting	GET	/api/v1/ownership/structures/{id}/versions	list_structure_versions
misc	GET	/api/v1/partner/admin/applications	admin_applications_endpoint
misc	GET	/api/v1/partner/admin/stats	admin_partner_stats_endpoint
misc	POST	/api/v1/partner/admin/{partner_id}/approve	admin_approve_partner_endpoint
misc	GET	/api/v1/partner/commissions	commissions_endpoint
misc	GET	/api/v1/partner/dashboard	dashboard_endpoint
misc	GET	/api/v1/partner/payouts	payouts_endpoint
misc	GET	/api/v1/partner/referrals	referrals_endpoint
misc	POST	/api/v1/partner/register	register_partner_endpoint
misc	POST	/api/v1/partner/track	track_referral_endpoint
accounting	POST	/api/v1/payroll-gl-reconciliation/lines/{id}/attach-evidence	attach_evidence
accounting	POST	/api/v1/payroll-gl-reconciliation/lines/{id}/reopen	reopen_line
accounting	POST	/api/v1/payroll-gl-reconciliation/lines/{id}/resolve	resolve_line
accounting	GET	/api/v1/payroll-gl-reconciliation/mappings	list_mappings
accounting	POST	/api/v1/payroll-gl-reconciliation/mappings	create_mapping
accounting	GET	/api/v1/payroll-gl-reconciliation/mappings/{id}/versions	list_mapping_versions
accounting	GET	/api/v1/payroll-gl-reconciliation/rules	list_rules
accounting	POST	/api/v1/payroll-gl-reconciliation/rules	create_rule
accounting	GET	/api/v1/payroll-gl-reconciliation/rules/{id}/versions	list_rule_versions
accounting	POST	/api/v1/payroll-gl-reconciliation/runs	create_run
accounting	GET	/api/v1/payroll-gl-reconciliation/runs/{id}	get_run
accounting	GET	/api/v1/payroll-gl-reconciliation/runs/{id}/exceptions	list_exceptions
accounting	POST	/api/v1/payroll-gl-reconciliation/runs/{id}/execute	execute_run
accounting	GET	/api/v1/payroll-gl-reconciliation/runs/{id}/lines	list_lines
accounting	GET	/api/v1/payroll-gl-reconciliation/runs/{id}/summary	get_run_summary
reporting	GET	/api/v1/pipeline/runs	list_pipeline_runs
reporting	GET	/api/v1/pipeline/runs/{pipeline_run_id}	get_pipeline_run_detail
reporting	GET	/api/v1/pipeline/runs/{pipeline_run_id}/steps	get_pipeline_run_steps
reporting	POST	/api/v1/pipeline/trigger	trigger_pipeline_run
misc	GET	/api/v1/platform/entities	list_entities_endpoint
misc	GET	/api/v1/platform/entities/{entity_id}	get_entity_endpoint
misc	POST	/api/v1/platform/flags/evaluate	evaluate_feature_flag_endpoint
misc	POST	/api/v1/platform/flags/tenants/{tenant_id}	create_feature_flag_endpoint
misc	GET	/api/v1/platform/isolation/tenants/{tenant_id}	resolve_route_endpoint
misc	POST	/api/v1/platform/isolation/tenants/{tenant_id}	create_route_endpoint
misc	POST	/api/v1/platform/modules	create_module_endpoint
misc	POST	/api/v1/platform/modules/authorize	authorize_finance_execution
misc	POST	/api/v1/platform/modules/finance-exec-probe	finance_execution_probe
misc	POST	/api/v1/platform/modules/packages	create_package_endpoint
misc	POST	/api/v1/platform/modules/tenants/{tenant_id}/enablement	set_module_enablement_endpoint
misc	POST	/api/v1/platform/modules/tenants/{tenant_id}/packages	assign_package_endpoint
onboarding	POST	/api/v1/platform/org/assignments/entity	assign_entity_endpoint
onboarding	POST	/api/v1/platform/org/assignments/organisation	assign_org_endpoint
onboarding	POST	/api/v1/platform/org/entities	create_entity_endpoint
onboarding	POST	/api/v1/platform/org/groups	create_group_endpoint
onboarding	POST	/api/v1/platform/org/organisations	create_organisation_endpoint
misc	POST	/api/v1/platform/quotas/check	quota_check_endpoint
misc	POST	/api/v1/platform/quotas/tenants/{tenant_id}/assignments	assign_quota_endpoint
misc	POST	/api/v1/platform/rbac/assignments	assign_user_role_endpoint
misc	POST	/api/v1/platform/rbac/permissions	create_permission_endpoint
misc	POST	/api/v1/platform/rbac/role-permissions	grant_role_permission_endpoint
misc	POST	/api/v1/platform/rbac/roles	create_role_endpoint
misc	GET	/api/v1/platform/services/dashboard	dashboard_endpoint
misc	POST	/api/v1/platform/services/health-check	health_check_endpoint
misc	GET	/api/v1/platform/services/modules	list_modules_endpoint
misc	PATCH	/api/v1/platform/services/modules/{module_name}/toggle	toggle_module_endpoint
misc	GET	/api/v1/platform/services/tasks	list_tasks_endpoint
onboarding	POST	/api/v1/platform/tenants/onboard	onboard_tenant_endpoint
misc	GET	/api/v1/platform/tenants/{tenant_id}	get_tenant_endpoint
misc	GET	/api/v1/platform/users	list_platform_users
misc	POST	/api/v1/platform/users	create_platform_user
misc	GET	/api/v1/platform/users/me	get_platform_me
misc	DELETE	/api/v1/platform/users/{user_id}	deactivate_platform_user
misc	PATCH	/api/v1/platform/users/{user_id}/role	update_platform_role
misc	POST	/api/v1/platform/workflows/approvals	submit_approval_endpoint
misc	POST	/api/v1/platform/workflows/instances	create_instance_endpoint
misc	GET	/api/v1/platform/workflows/instances/{workflow_instance_id}/status	get_workflow_status_endpoint
misc	POST	/api/v1/platform/workflows/template-versions	create_template_version_endpoint
misc	POST	/api/v1/platform/workflows/templates	create_template_endpoint
accounting	GET	/api/v1/prepaid	get_schedules
accounting	POST	/api/v1/prepaid	create_schedule
accounting	GET	/api/v1/prepaid/results/{run_id}	get_prepaid_results_endpoint
accounting	POST	/api/v1/prepaid/run	start_prepaid_run_endpoint
accounting	POST	/api/v1/prepaid/run-period	run_period
accounting	GET	/api/v1/prepaid/run/{run_id}	get_prepaid_run_status_endpoint
accounting	GET	/api/v1/prepaid/run/{run_id}/journal-entries/{journal_id}	get_prepaid_journal_drill_endpoint
accounting	GET	/api/v1/prepaid/run/{run_id}/prepaids/{prepaid_id}	get_prepaid_registry_drill_endpoint
accounting	GET	/api/v1/prepaid/run/{run_id}/schedule-lines/{schedule_id}	get_prepaid_schedule_drill_endpoint
accounting	GET	/api/v1/prepaid/{schedule_id}	get_schedule
accounting	PATCH	/api/v1/prepaid/{schedule_id}	patch_schedule
accounting	GET	/api/v1/prepaid/{schedule_id}/entries	get_entries
accounting	GET	/api/v1/prepaid/{schedule_id}/schedule	get_amortisation_schedule
reporting	GET	/api/v1/ratio-variance/materiality-rules	list_materiality_rules
reporting	POST	/api/v1/ratio-variance/materiality-rules	create_materiality_rule
reporting	GET	/api/v1/ratio-variance/materiality-rules/{id}/versions	list_materiality_rule_versions
reporting	GET	/api/v1/ratio-variance/metric-definitions	list_metric_definitions
reporting	POST	/api/v1/ratio-variance/metric-definitions	create_metric_definition
reporting	GET	/api/v1/ratio-variance/metric-definitions/{id}/versions	list_metric_definition_versions
reporting	POST	/api/v1/ratio-variance/runs	create_run
reporting	GET	/api/v1/ratio-variance/runs/{id}	get_run
reporting	GET	/api/v1/ratio-variance/runs/{id}/evidence	list_evidence
reporting	POST	/api/v1/ratio-variance/runs/{id}/execute	execute_run
reporting	GET	/api/v1/ratio-variance/runs/{id}/metrics	list_metrics
reporting	GET	/api/v1/ratio-variance/runs/{id}/summary	get_summary
reporting	GET	/api/v1/ratio-variance/runs/{id}/trends	list_trends
reporting	GET	/api/v1/ratio-variance/runs/{id}/variances	list_variances
reporting	GET	/api/v1/ratio-variance/trend-definitions	list_trend_definitions
reporting	POST	/api/v1/ratio-variance/trend-definitions	create_trend_definition
reporting	GET	/api/v1/ratio-variance/trend-definitions/{id}/versions	list_trend_definition_versions
reporting	GET	/api/v1/ratio-variance/variance-definitions	list_variance_definitions
reporting	POST	/api/v1/ratio-variance/variance-definitions	create_variance_definition
reporting	GET	/api/v1/ratio-variance/variance-definitions/{id}/versions	list_variance_definition_versions
accounting	GET	/api/v1/recon/gl-entries	list_gl_entries_endpoint
accounting	POST	/api/v1/recon/gl-entries	import_gl_entry
accounting	GET	/api/v1/recon/items	list_reconciliation_items
accounting	POST	/api/v1/recon/run	run_reconciliation
accounting	GET	/api/v1/recon/tb-rows	list_tb_rows_endpoint
accounting	POST	/api/v1/recon/tb-rows	import_tb_row
accounting	POST	/api/v1/reconciliation/lines/{id}/attach-evidence	attach_reconciliation_line_evidence
accounting	POST	/api/v1/reconciliation/lines/{id}/explain	add_reconciliation_line_explanation
accounting	POST	/api/v1/reconciliation/lines/{id}/reopen	reopen_reconciliation_line
accounting	POST	/api/v1/reconciliation/lines/{id}/resolve	resolve_reconciliation_line
accounting	POST	/api/v1/reconciliation/sessions	create_reconciliation_session
accounting	GET	/api/v1/reconciliation/sessions/{id}	get_reconciliation_session
accounting	GET	/api/v1/reconciliation/sessions/{id}/exceptions	list_reconciliation_exceptions
accounting	GET	/api/v1/reconciliation/sessions/{id}/lines	list_reconciliation_lines
accounting	POST	/api/v1/reconciliation/sessions/{id}/run	run_reconciliation_session
accounting	GET	/api/v1/reconciliation/sessions/{id}/summary	get_reconciliation_session_summary
reporting	GET	/api/v1/reports/definitions	list_definitions
reporting	POST	/api/v1/reports/definitions	create_definition
reporting	DELETE	/api/v1/reports/definitions/{id}	delete_definition
reporting	GET	/api/v1/reports/definitions/{id}	get_definition
reporting	PATCH	/api/v1/reports/definitions/{id}	update_definition
reporting	GET	/api/v1/reports/metrics	get_metrics
reporting	POST	/api/v1/reports/run	run_report
reporting	GET	/api/v1/reports/runs	list_runs
reporting	GET	/api/v1/reports/runs/{id}	get_run
reporting	GET	/api/v1/reports/runs/{id}/download/{fmt}	download_result
reporting	GET	/api/v1/reports/runs/{id}/result	get_result
accounting	GET	/api/v1/revenue/results/{run_id}	get_revenue_results_endpoint
accounting	POST	/api/v1/revenue/run	start_revenue_run_endpoint
accounting	GET	/api/v1/revenue/run/{run_id}	get_revenue_run_status_endpoint
accounting	GET	/api/v1/revenue/run/{run_id}/contracts/{contract_id}	get_revenue_contract_drill_endpoint
accounting	GET	/api/v1/revenue/run/{run_id}/journal-entries/{journal_id}	get_revenue_journal_drill_endpoint
accounting	GET	/api/v1/revenue/run/{run_id}/obligations/{obligation_id}	get_revenue_obligation_drill_endpoint
accounting	GET	/api/v1/revenue/run/{run_id}/schedule-lines/{schedule_id}	get_revenue_schedule_drill_endpoint
misc	GET	/api/v1/scenarios	list_sets
misc	POST	/api/v1/scenarios	create_set
misc	GET	/api/v1/scenarios/{set_id}	get_set
misc	GET	/api/v1/scenarios/{set_id}/comparison	comparison
misc	POST	/api/v1/scenarios/{set_id}/compute	compute_set
misc	GET	/api/v1/scenarios/{set_id}/export	export_set
misc	PATCH	/api/v1/scenarios/{set_id}/scenarios/{definition_id}	patch_definition
reporting	GET	/api/v1/search	search_endpoint
reporting	POST	/api/v1/search/reindex	reindex_endpoint
reporting	GET	/api/v1/search/reindex/{task_id}/status	reindex_status_endpoint
misc	POST	/api/v1/secrets/rotate/erp/{connector_instance_id}	rotate_erp_secret_endpoint
misc	POST	/api/v1/secrets/rotate/smtp	rotate_smtp_endpoint
misc	POST	/api/v1/secrets/rotate/webhook/{schedule_id}	rotate_webhook_secret_endpoint
misc	GET	/api/v1/secrets/rotation-log	list_rotation_log_endpoint
misc	GET	/api/v1/secrets/rotation-log/{log_id}	get_rotation_log_entry_endpoint
misc	GET	/api/v1/signoff	list_endpoint
misc	POST	/api/v1/signoff/initiate	initiate_endpoint
misc	GET	/api/v1/signoff/{signoff_id}/certificate	certificate_endpoint
misc	POST	/api/v1/signoff/{signoff_id}/sign	complete_endpoint
misc	POST	/api/v1/signoff/{signoff_id}/verify	verify_endpoint
misc	GET	/api/v1/statutory/calendar	calendar_endpoint
misc	GET	/api/v1/statutory/filings	filings_endpoint
misc	POST	/api/v1/statutory/filings/{filing_id}/file	mark_filed_endpoint
misc	GET	/api/v1/statutory/registers/{register_type}	register_endpoint
misc	POST	/api/v1/statutory/registers/{register_type}	add_register_endpoint
accounting	GET	/api/v1/tax/positions	list_positions_endpoint
accounting	POST	/api/v1/tax/positions	upsert_position_endpoint
accounting	POST	/api/v1/tax/provision/compute	compute_provision_endpoint
accounting	GET	/api/v1/tax/provision/{period}	get_provision_endpoint
accounting	GET	/api/v1/tax/schedule	get_schedule_endpoint
misc	GET	/api/v1/tenants/display-preferences	get_display_preferences
misc	PATCH	/api/v1/tenants/display-preferences	update_display_preferences
misc	GET	/api/v1/tenants/me	get_my_tenant
misc	PATCH	/api/v1/tenants/me	update_my_tenant
misc	GET	/api/v1/tenants/me/credits	get_credits
misc	GET	/api/v1/tenants/me/users	list_my_users
misc	POST	/api/v1/tenants/me/users	invite_user
misc	DELETE	/api/v1/tenants/me/users/{user_id}	delete_user
misc	PATCH	/api/v1/tenants/me/users/{user_id}	update_user
misc	GET	/api/v1/transfer-pricing/applicability	applicability_endpoint
misc	GET	/api/v1/transfer-pricing/documents	list_documents_endpoint
misc	GET	/api/v1/transfer-pricing/documents/{document_id}	get_document_endpoint
misc	POST	/api/v1/transfer-pricing/generate-3ceb	generate_3ceb_endpoint
misc	GET	/api/v1/transfer-pricing/transactions	list_transactions_endpoint
misc	POST	/api/v1/transfer-pricing/transactions	add_transaction_endpoint
accounting	GET	/api/v1/treasury/forecasts	list_forecasts_endpoint
accounting	POST	/api/v1/treasury/forecasts	create_forecast_endpoint
accounting	GET	/api/v1/treasury/forecasts/{forecast_id}	get_forecast_endpoint
accounting	POST	/api/v1/treasury/forecasts/{forecast_id}/publish	publish_forecast_endpoint
accounting	PATCH	/api/v1/treasury/forecasts/{forecast_id}/weeks/{week_number}	update_week_endpoint
misc	POST	/api/v1/users/{user_id}/offboard	offboard_user_endpoint
misc	GET	/api/v1/white-label/admin/all	admin_list_configs_endpoint
misc	POST	/api/v1/white-label/admin/{tenant_id}/enable	admin_enable_tenant_endpoint
misc	GET	/api/v1/white-label/audit-log	audit_log_endpoint
misc	GET	/api/v1/white-label/config	get_config_endpoint
misc	PATCH	/api/v1/white-label/config	patch_config_endpoint
misc	POST	/api/v1/white-label/domain/verify-check	domain_verify_check_endpoint
misc	POST	/api/v1/white-label/domain/verify-initiate	domain_verify_initiate_endpoint
misc	GET	/api/v1/white-label/resolve/{domain}	resolve_domain_endpoint
accounting	GET	/api/v1/working-capital/ap	list_ap
accounting	GET	/api/v1/working-capital/ar	list_ar
accounting	GET	/api/v1/working-capital/dashboard	wc_dashboard
accounting	GET	/api/v1/working-capital/snapshots	list_wc_snapshots
accounting	POST	/api/v1/working-capital/snapshots	create_wc_snapshot
accounting	GET	/api/v1/working-capital/snapshots/latest/{entity_name}	get_latest_wc
accounting	GET	/api/v1/working-capital/trends	trends
system / health	GET	/debug-network-full	debug_network_full
system / health	GET	/health	health_check
system / health	GET	/health/ai	health_ai
system / health	GET	/health/deep	deep_health_check
system / health	GET	/health/queues	health_queues
system / health	GET	/health/temporal	health_temporal
system / health	GET	/health/workers	health_workers
system / health	MOUNT	/metrics	function
system / health	GET	/openapi.json	openapi
